code;name;city;state;type;uf_code;capital;region
SBPS;Porto Seguro;Porto Seguro;Bahia;Público;29;FALSE;Nordeste
SNBG;Baixo Guandu - Aimorés;Baixo Guandu;Espírito Santo;Público;32;FALSE;Sudeste
SBBI;Bacacheri;Curitiba;Paraná;Público;41;FALSE;Sul
SSGB;Municipal de Guaratuba;Guaratuba;Paraná;Público;41;FALSE;Sul
SWCZ;Ceres;Ceres;Goiás;Público;52;FALSE;Centro Oeste
SSRG;Aeroporto Estadual de Registro;Registro;São Paulo;Público;35;FALSE;Sudeste
SBUA;São Gabriel da Cachoeira;São Gabriel da Cachoeira;Amazonas;Público;13;FALSE;Norte
SSPG;Santos Dumont;Paranaguá;Paraná;Público;41;FALSE;Sul
SNCZ;Ponte Nova;Ponte Nova;Minas Gerais;Público;31;FALSE;Sudeste
SNAS;Três Marias;Três Marias;Minas Gerais;Público;31;FALSE;Sudeste
SWXV;Xavantina;Nova Xavantina;Mato Grosso;Público;51;FALSE;Centro Oeste
SBOI;Oiapoque;Oiapoque;Amapá;Público;16;FALSE;Norte
SNVI;Mello Viana;Três Corações;Minas Gerais;Público;31;FALSE;Sudeste
SSMR;Manoel Ribas;Manoel Ribas;Paraná;Público;41;FALSE;Sul
SNBX;Barra;Barra;Bahia;Público;29;FALSE;Nordeste
SNCA;Campo Belo;Campo Belo;Minas Gerais;Público;31;FALSE;Sudeste
SSKK;Capão da Canoa;Capão da Canoa;Rio Grande do Sul;Público;43;FALSE;Sul
SSQC;Aguinaldo Pereira Lima;Siqueira Campos;Paraná;Público;41;FALSE;Sul
SWFX;São Félix do Araguaia;São Félix do Araguaia;Mato Grosso;Público;51;FALSE;Centro Oeste
SDKK;Mococa;Mococa;São Paulo;Público;35;FALSE;Sudeste
SNPX;Pirapora;Pirapora;Minas Gerais;Público;31;FALSE;Sudeste
SWPK;Poconé;Poconé;Mato Grosso;Público;51;FALSE;Centro Oeste
SDCG;Senadora Eunice Michiles;São Paulo de Olivença;Amazonas;Público;13;FALSE;Norte
SNZR;Pedro Rabelo de Souza;Paracatu;Minas Gerais;Público;31;FALSE;Sudeste
SDET;Tietê;Tietê;São Paulo;Público;35;FALSE;Sudeste
SNBM;Cristiano Ferreira Varella;Muriaé;Minas Gerais;Público;31;FALSE;Sudeste
SSCT;Engenheiro Gastão de Mesquita Filho;Cianorte;Paraná;Público;41;FALSE;Sul
SNEE;Vacaria Novo;Vacaria;Rio Grande do Sul;Público;43;FALSE;Sul
SNQD;Sousa;Sousa;Paraíba;Público;25;FALSE;Nordeste
SSST;Santiago;Santiago;Rio Grande do Sul;Público;43;FALSE;Sul
SSKS;Brigadeiro Nero Moura;Cachoeira do Sul;Rio Grande do Sul;Público;43;FALSE;Sul
SSEZ;Espumoso;Espumoso;Rio Grande do Sul;Público;43;FALSE;Sul
SBUG;Rubem Berta;Uruguaiana;Rio Grande do Sul;Público;43;FALSE;Sul
SDBB;Bebedouro;Bebedouro;São Paulo;Público;35;FALSE;Sudeste
SWTY;Taguatinga;Taguatinga;Tocantins;Público;17;FALSE;Norte
SWUD;Deputado Oswaldo Tolentino;Cláudio;Minas Gerais;Público;31;FALSE;Sudeste
SDCO;Sorocaba;Sorocaba;São Paulo;Público;35;FALSE;Sudeste
SWUA;São Miguel do Araguaia;São Miguel do Araguaia;Goiás;Público;52;FALSE;Centro Oeste
SSRZ;Dário Brasil Capoano de Oliveira;Rosário do Sul;Rio Grande do Sul;Público;43;FALSE;Sul
SJTS;Terra Santa;Terra Santa;Pará;Público;15;FALSE;Norte
SSHZ;Walter Bündchen;Horizontina;Rio Grande do Sul;Público;43;FALSE;Sul
SDMO;Monte Alto;Monte Alto;São Paulo;Público;35;FALSE;Sudeste
SIBZ;Itaporanga;Itaporanga;Paraíba;Público;25;FALSE;Nordeste
SWBC;Barcelos;Barcelos;Amazonas;Público;13;FALSE;Norte
SBVH;Vilhena;Vilhena;Rondônia;Público;11;FALSE;Norte
SNIG;Iguatu;Iguatu;Ceará;Público;23;FALSE;Nordeste
SWWU;Uruaçu;Uruaçu;Goiás;Público;52;FALSE;Centro Oeste
SWEK;Canarana;Canarana;Mato Grosso;Público;51;FALSE;Centro Oeste
SNBZ;Paramirim;Paramirim;Bahia;Público;29;FALSE;Nordeste
SILC;Aeroporto Municipal Bom Futuro;Lucas do Rio Verde;Mato Grosso;Público;51;FALSE;Centro Oeste
SSSS;São Francisco do Sul;São Francisco do Sul;Santa Catarina;Público;42;FALSE;Sul
SNTM;Turmalina;Turmalina;Minas Gerais;Público;31;FALSE;Sudeste
SWJN;Juína;Juína;Mato Grosso;Público;51;FALSE;Centro Oeste
SSIE;Teruel Ipanema Estância;Campo Grande;Mato Grosso do Sul;Público;50;FALSE;Centro Oeste
SSGW;Manoel Ribas;Goioerê;Paraná;Público;41;FALSE;Sul
SNKN;Currais Novos;Currais Novos;Rio Grande do Norte;Público;24;FALSE;Nordeste
SIBY;Lourival Nunes de Farias;Monteiro;Paraíba;Público;25;FALSE;Nordeste
SSXD;Tobias Bacci;Sarandi;Rio Grande do Sul;Público;43;FALSE;Sul
SNRD;Prado;Prado;Bahia;Público;29;FALSE;Nordeste
SWUZ;Brigadeiro Araripe Macedo;Luziânia;Goiás;Público;52;FALSE;Centro Oeste
SSPN;Paranaíba;Paranaíba;Mato Grosso do Sul;Público;50;FALSE;Centro Oeste
SNYA;Aeródromo Público de Almeirim;Almeirim;Pará;Público;15;FALSE;Norte
SNJO;Aeroclube de João Pessoa;João Pessoa;Paraíba;Público;25;FALSE;Nordeste
SJGU;Araguatins;Araguatins;Tocantins;Público;17;FALSE;Norte
SNAP;Janaúba;Janaúba;Minas Gerais;Público;31;FALSE;Sudeste
SNSW;Soure;Soure;Pará;Público;15;FALSE;Norte
SBTB;Trombetas;Oriximiná;Pará;Público;15;FALSE;Norte
SSOS;Osório;Osório;Rio Grande do Sul;Público;43;FALSE;Sul
SSCV;Caravelas;Caravelas;Bahia;Público;29;FALSE;Nordeste
SSAK;Carlos Ruhl;Cruz Alta;Rio Grande do Sul;Público;43;FALSE;Sul
SJQN;Quirinópolis;Quirinópolis;Goiás;Público;52;FALSE;Centro Oeste
SWPY;Primavera do Leste;Primavera do Leste;Mato Grosso;Público;51;FALSE;Centro Oeste
SNIO;Cipó;Cipó;Bahia;Público;29;FALSE;Nordeste
SNFX;São Félix do Xingu;São Félix do Xingu;Pará;Público;15;FALSE;Norte
SBMY;Manicoré;Manicoré;Amazonas;Público;13;FALSE;Norte
SSWS;Caçapava do Sul;Caçapava do Sul;Rio Grande do Sul;Público;43;FALSE;Sul
SSBN;Belém Novo;Porto Alegre;Rio Grande do Sul;Público;43;FALSE;Sul
SNJQ;Jequitinhonha;Jequitinhonha;Minas Gerais;Público;31;FALSE;Sudeste
SBCI;Brigadeiro Lysias Augusto Rodrigues;Carolina;Maranhão;Público;21;FALSE;Nordeste
SWLB;Lábrea;Lábrea;Amazonas;Público;13;FALSE;Norte
SNDC;Redenção;Redenção;Pará;Público;15;FALSE;Norte
SBAA;Conceição do Araguaia;Conceição do Araguaia;Pará;Público;15;FALSE;Norte
SNPA;Pará de Minas;Pará de Minas;Minas Gerais;Público;31;FALSE;Sudeste
SSAQ;Aeroclube de Passo Fundo;Passo Fundo;Rio Grande do Sul;Público;43;FALSE;Sul
SWFN;Flores;Manaus;Amazonas;Público;13;FALSE;Norte
SNMN;Minas Novas;Minas Novas;Minas Gerais;Público;31;FALSE;Sudeste
SSJA;Santa Terezinha;Joaçaba;Santa Catarina;Público;42;FALSE;Sul
SWCB;Campos Belos;Campos Belos;Goiás;Público;52;FALSE;Centro Oeste
SWNH;Aruanã;Aruanã;Goiás;Público;52;FALSE;Centro Oeste
SNMZ;Porto de Moz;Porto de Moz;Pará;Público;15;FALSE;Norte
SNOF;Ouro Fino;Ouro Fino;Minas Gerais;Público;31;FALSE;Sudeste
SDXJ;Costa Rica;Costa Rica;Mato Grosso do Sul;Público;50;FALSE;Centro Oeste
SNCS;Campos Sales;Campos Sales;Ceará;Público;23;FALSE;Nordeste
SNED;Sócrates Rezende;Canavieiras;Bahia;Público;29;FALSE;Nordeste
SNXQ;Xique-Xique;Xique-Xique;Bahia;Público;29;FALSE;Nordeste
SWCQ;Costa Marques;Costa Marques;Rondônia;Público;11;FALSE;Norte
SSPL;Palmeira das Missões;Palmeira das Missões;Rio Grande do Sul;Público;43;FALSE;Sul
SNOC;Morro do Chapéu;Morro do Chapéu;Bahia;Público;29;FALSE;Nordeste
SDUB;Estadual Gastão Madeira;Ubatuba;São Paulo;Público;35;FALSE;Sudeste
SWNQ;Niquelândia;Niquelândia;Goiás;Público;52;FALSE;Centro Oeste
SDIV;Ituverava;Ituverava;São Paulo;Público;35;FALSE;Sudeste
SNAR;Cirilo Queiróz;Almenara;Minas Gerais;Público;31;FALSE;Sudeste
SBMD;Monte Dourado;Almeirim;Pará;Público;15;FALSE;Norte
SNRP;Rio Paranaíba;Rio Paranaíba;Minas Gerais;Público;31;FALSE;Sudeste
SDLY;Armando Natali;Matão;São Paulo;Público;35;FALSE;Sudeste
SNIP;Itapetinga;Itapetinga;Bahia;Público;29;FALSE;Nordeste
SSQT;Major Neodo S. Pereira;Castro;Paraná;Público;41;FALSE;Sul
SSSG;São Gabriel;São Gabriel;Rio Grande do Sul;Público;43;FALSE;Sul
SNQG;Cangapara;Floriano;Piauí;Público;22;FALSE;Nordeste
SSPT;Brasílio Marques;Palotina;Paraná;Público;41;FALSE;Sul
SNJM;Elias Breder;Manhuaçu;Minas Gerais;Público;31;FALSE;Sudeste
SNZA;Pouso Alegre;Pouso Alegre;Minas Gerais;Público;31;FALSE;Sudeste
SSIR;Ibirubá;Ibirubá;Rio Grande do Sul;Público;43;FALSE;Sul
SNTI;Óbidos;Óbidos;Pará;Público;15;FALSE;Norte
SNLI;Doutor José Mourão;Abaeté;Minas Gerais;Público;31;FALSE;Sudeste
SNVD;Santa Maria da Vitória;Santa Maria da Vitória;Bahia;Público;29;FALSE;Nordeste
SSLT;Gaudêncio Machado Ramos;Alegrete;Rio Grande do Sul;Público;43;FALSE;Sul
SNVC;Viçosa;Viçosa;Minas Gerais;Público;31;FALSE;Sudeste
SSRE;Realeza;Realeza;Paraná;Público;41;FALSE;Sul
SDLL;Yolanda Penteado;Leme;São Paulo;Público;35;FALSE;Sudeste
SNMR;Maraú;Maraú;Bahia;Público;29;FALSE;Nordeste
SJAU;Araguacema;Araguacema;Tocantins;Público;17;FALSE;Norte
SDOV;Mozarlândia;Mozarlândia;Goiás;Público;52;FALSE;Centro Oeste
SNAB;Araripina;Araripina;Pernambuco;Público;26;FALSE;Nordeste
SNFO;Formiga;Formiga;Minas Gerais;Público;31;FALSE;Sudeste
SWKQ;Serra da Capivara/São Raimundo Nonato;São Raimundo Nonato;Piauí;Público;22;FALSE;Nordeste
SBMS;Aeroporto Dix-Sept Rosado;Mossoró;Rio Grande do Norte;Público;24;FALSE;Nordeste
SBRP;Leite Lopes;Ribeirão Preto;São Paulo;Público;35;FALSE;Sudeste
SNUI;Araçuaí;Araçuaí;Minas Gerais;Público;31;FALSE;Sudeste
SDXF;Alto Paraíso de Goiás;Alto Paraíso de Goiás;Goiás;Público;52;FALSE;Centro Oeste
SDLC;Lucélia;Lucélia;São Paulo;Público;35;FALSE;Sudeste
SSER;Erechim;Erechim;Rio Grande do Sul;Público;43;FALSE;Sul
SSJI;Jardim;Jardim;Mato Grosso do Sul;Público;50;FALSE;Centro Oeste
SWIQ;Minaçu;Minaçu;Goiás;Público;52;FALSE;Centro Oeste
SNGG;Bom Jesus do Gurguéia;Bom Jesus;Piauí;Público;22;FALSE;Nordeste
SWTO;Paraíso do Tocantins;Paraíso do Tocantins;Tocantins;Público;17;FALSE;Norte
SSEE;Regional do Vale do Taquari;Estrela;Rio Grande do Sul;Público;43;FALSE;Sul
SNSM;Salinópolis;Salinópolis;Pará;Público;15;FALSE;Norte
SSRS;Barreirinhas;Barreirinhas;Maranhão;Público;21;FALSE;Nordeste
SSJK;Júlio de Castilhos;Júlio de Castilhos;Rio Grande do Sul;Público;43;FALSE;Sul
SICB;Pedro Simões Pimenta;Cuité;Paraíba;Público;25;FALSE;Nordeste
SNRM;Remanso;Remanso;Bahia;Público;29;FALSE;Nordeste
SDMJ;Mogi Mirim;Mogi Mirim;São Paulo;Público;35;FALSE;Sudeste
SNKF;Das Bandeirinhas;Conselheiro Lafaiete;Minas Gerais;Público;31;FALSE;Sudeste
SNUC;Açu;Açu;Rio Grande do Norte;Público;24;FALSE;Nordeste
SNSI;Santa Maria do Suaçuí;Santa Maria do Suaçuí;Minas Gerais;Público;31;FALSE;Sudeste
SDPD;Pindamonhangaba;Pindamonhangaba;São Paulo;Público;35;FALSE;Sudeste
SDEP;Geraldo Moacir Bordon;Presidente Epitácio;São Paulo;Público;35;FALSE;Sudeste
SDTP;José Vicente Faria Lima;Tupã;São Paulo;Público;35;FALSE;Sudeste
SBEK;Jacareacanga;Jacareacanga;Pará;Público;15;FALSE;Norte
SSVL;Telêmaco Borba;Telêmaco Borba;Paraná;Público;41;FALSE;Sul
SSVN;Veranópolis;Veranópolis;Rio Grande do Sul;Público;43;FALSE;Sul
SSNB;Ariosto da Riva;Naviraí;Mato Grosso do Sul;Público;50;FALSE;Centro Oeste
SNPQ;Pesqueira;Pesqueira;Pernambuco;Público;26;FALSE;Nordeste
SBTC;Hotel Transamérica;;;Público;;FALSE;#N/D
SBNV;Aeródromo Nacional de Aviação;Goiânia;Goiás;Público;52;FALSE;Centro Oeste
SDTB;Atibaia;Atibaia;São Paulo;Público;35;FALSE;Sudeste
SBSM;Santa Maria;Santa Maria;Rio Grande do Sul;Público;43;FALSE;Sul
SDAE;São Pedro;São Pedro;São Paulo;Público;35;FALSE;Sudeste
SSNP;Nova Prata;Nova Prata;Rio Grande do Sul;Público;43;FALSE;Sul
SWPG;Porto dos Gaúchos;Porto dos Gaúchos;Mato Grosso;Público;51;FALSE;Centro Oeste
SNIU;Ipiaú;Ipiaú;Bahia;Público;29;FALSE;Nordeste
SBCH;Serafin Enoss Bertaso;Chapecó;Santa Catarina;Público;42;FALSE;Sul
SDAG;Angra Dos Reis;Angra dos Reis;Rio de Janeiro;Público;33;FALSE;Sudeste
SWBR;Borba;Borba;Amazonas;Público;13;FALSE;Norte
SNMA;Monte Alegre;Monte Alegre;Pará;Público;15;FALSE;Norte
SNKK;Caicó;Caicó;Rio Grande do Norte;Público;24;FALSE;Nordeste
SWZX;Selma Nunes;Macaúbas;Bahia;Privado;29;FALSE;Nordeste
SDXM;Monte Cristo;Monte Belo;Minas Gerais;Privado;31;FALSE;Sudeste
SSLB;Fazenda São Paulino;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNAO;Trimonte;Casimiro de Abreu;Rio de Janeiro;Privado;33;FALSE;Sudeste
SDZI;Fazenda Trijunção;Jaborandi;Bahia;Privado;29;FALSE;Nordeste
SIAI;Fazenda Esteirinha;Goioerê;Paraná;Privado;41;FALSE;Sul
SJFF;Frigo Estrela;Estrela d'Oeste;São Paulo;Privado;35;FALSE;Sudeste
SIEL;Eletro Cesar Primavera;Pimenta Bueno;Rondônia;Privado;11;FALSE;Norte
SWLV;Santo Antônio do Leverger;Santo Antônio do Leverger;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIPE;Itapessoca;Goiana;Pernambuco;Privado;26;FALSE;Nordeste
SBQK;Fazenda Mundial;São Félix do Xingu;Pará;Privado;15;FALSE;Norte
SBOR;Fazenda AgroTamareira;Mundo Novo;Goiás;Privado;52;FALSE;Centro Oeste
SSVC;Fazenda Vazante;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDCD;Catanduva;Catanduva;São Paulo;Privado;35;FALSE;Sudeste
SNBW;Fazenda Santa Luzia;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWJR;Fazenda Santa Rita;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNLL;Condomínio Liberty;Goianápolis;Goiás;Privado;52;FALSE;Centro Oeste
SIDW;Fazenda Cortezia;Lucas do Rio Verde;Mato Grosso;Privado;51;FALSE;Centro Oeste
SBOD;Fazenda Santa Cruz;Araguaína;Tocantins;Privado;17;FALSE;Norte
SNDR;Domingos Rego;Timon;Maranhão;Privado;21;FALSE;Nordeste
SNSK;Central Ferraz;Herculândia;São Paulo;Privado;35;FALSE;Sudeste
SBQJ;Osvaldo de Carvalho;Ibaiti;Paraná;Privado;41;FALSE;Sul
SJVL;Vale Europeu;Guaramirim;Santa Catarina;Privado;42;FALSE;Sul
SDXD;Fazenda Guará;Jaborandi;Bahia;Privado;29;FALSE;Nordeste
SDBN;Associação Recreativa Fazenda Bonanza;Salto de Pirapora;São Paulo;Privado;35;FALSE;Sudeste
SIRJ;Caima;Itaituba;Pará;Privado;15;FALSE;Norte
SJDB;Fazenda Santa Elisa;Britânia;Goiás;Privado;52;FALSE;Centro Oeste
SJZG;Fazenda São Geraldo;Caseara;Tocantins;Privado;17;FALSE;Norte
SBGP;EMBRAER - Unidade Gavião Peixoto;Gavião Peixoto;São Paulo;Privado;35;FALSE;Sudeste
SWNZ;Fazenda Jamaica;Serra Nova Dourada;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIVG;Clube Aerodesportivo Selva;Sinop;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSIO;Fazenda Conquista;Santa Carmem;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWHM;Lobo Agropecuária;Alcinópolis;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDLI;Fazenda Dois Irmãos;Campo Novo do Parecis;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNLV;Maria Magalhães;Porto União;Santa Catarina;Privado;42;FALSE;Sul
SJDS;Dias Branco;Eusébio;Ceará;Privado;23;FALSE;Nordeste
SITR;Fazenda Tamboril;Bom Jesus de Goiás;Goiás;Privado;52;FALSE;Centro Oeste
SJXO;Grupo DH;Jaborandi;Bahia;Privado;29;FALSE;Nordeste
SNLQ;Fazenda Conforto;Nova Crixás;Goiás;Privado;52;FALSE;Centro Oeste
SSGR;Regional de Santa Helena de Goiás - Paulo Lopes;Santa Helena de Goiás;Goiás;Privado;52;FALSE;Centro Oeste
SJLV;Morro;Uiramutã;Roraima;Privado;14;FALSE;Norte
SIJW;Fazenda Retimar;Iguatemi;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNDQ;Fazenda Soya;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SSRL;Fazenda Rancho Alegre;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIAQ;Bom Futuro;Cuiabá;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSLJ;Fazenda São Luís;Pimenteiras do Oeste;Rondônia;Privado;11;FALSE;Norte
SJVI;Fazenda Carmen;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SINK;Fazenda Negrinha;Parapuã;São Paulo;Privado;35;FALSE;Sudeste
SWLA;Fazenda Amália;Juína;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJKA;Aerocampo;Campo Novo do Parecis;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJYW;Fazenda Santa Terezinha;Santa Terezinha;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJWI;Fazenda Flor;Campo Grande;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWCI;Agropecuária Rio da Prata;Posse;Goiás;Privado;52;FALSE;Centro Oeste
SWRI;Fazenda Roncador I;Querência;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDQA;Fazenda Aldebaran;Angélica;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWKH;Pista Aldeia Rio Vermelho (Krénhêdjã);Ourilândia do Norte;Pará;Privado;15;FALSE;Norte
SDTW;Fazenda Miragem;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWON;Clube de Aviação Céu Azul;Araquari;Santa Catarina;Privado;42;FALSE;Sul
SIVJ;Cirrus Sociedade Aerodesportiva;Jaboticatubas;Minas Gerais;Privado;31;FALSE;Sudeste
SILT;Fazenda Três Irmãos;Santa Fé do Sul;São Paulo;Privado;35;FALSE;Sudeste
SJZZ;AGROPECUÁRIA ZÉ REIS;Palmeirópolis;Tocantins;Privado;17;FALSE;Norte
SJEW;Usina Santa Helena;Nova Andradina;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNPS;Fazenda Seriema;Nova Andradina;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNOH;Fazenda Tundavala;Barra do Garças;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDVX;Fazenda Santa Amália;Alta Floresta;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSJB;Fazenda Vaca Branca;Naviraí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSCX;Fazenda Coxilha;Coxilha;Rio Grande do Sul;Privado;43;FALSE;Sul
SNOZ;Coronel Alexandre Raposo;Paço do Lumiar;Maranhão;Privado;21;FALSE;Nordeste
SWGT;Fazenda Nova;Jandaia;Goiás;Privado;52;FALSE;Centro Oeste
SSQD;Fazenda Panamby;Querência;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWFJ;Fazenda Estrela;Antônio João;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSHU;Fazenda Centenário;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SBQM;FAZENDA SÃO MIGUEL;Jateí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWLS;Fazenda São Luís;Palotina;Paraná;Privado;41;FALSE;Sul
SDEJ;Fazenda Guará do Pinhal;Itapetininga;São Paulo;Privado;35;FALSE;Sudeste
SJYR;Cajú;Uiramutã;Roraima;Privado;14;FALSE;Norte
SSQR;Fazenda Primavera;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJGB;Fazenda São Gabriel;Curvelo;Minas Gerais;Privado;31;FALSE;Sudeste
SSTL;Fazenda São Sebastião;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SWRC;Fazenda Sevilha;Ribeirão Cascalheira;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSTM;Fazenda Santo Antônio;Manicoré;Amazonas;Privado;13;FALSE;Norte
SSFG;Fazenda Guanabara;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJYC;Fazenda Yvy-Pita;Juti;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIDN;Fazenda Figueiral;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJFX;Fazenda Cypi;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNFH;Usina César Filho;Chupinguaia;Rondônia;Privado;11;FALSE;Norte
SDKQ;Fazenda São João;Guaraci;São Paulo;Privado;35;FALSE;Sudeste
SWVW;Furnaspark Resort;Formiga;Minas Gerais;Privado;31;FALSE;Sudeste
SDBD;Fazenda Sodema;Vera;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNOV;Povoado de Camaçari;Coruripe;Alagoas;Privado;27;FALSE;Nordeste
SWXK;Fazenda Santa Thereza;Aparecida do Rio Doce;Goiás;Privado;52;FALSE;Centro Oeste
SNOA;Fazenda Irajá;Balsas;Maranhão;Privado;21;FALSE;Nordeste
SDRF;Fazenda Recanto Feliz;Rio Claro;Rio de Janeiro;Privado;33;FALSE;Sudeste
SIGE;Alberi Juliani;Lagoa da Confusão;Tocantins;Privado;17;FALSE;Norte
SNLG;Serra do Cipó;Jaboticatubas;Minas Gerais;Privado;31;FALSE;Sudeste
SJBB;Fazenda Bacaba;Caseara;Tocantins;Privado;17;FALSE;Norte
SWNO;São Miguel do Tapuio;São Miguel do Tapuio;Piauí;Privado;22;FALSE;Nordeste
SSEW;Sítio Limoeiro;Pardinho;São Paulo;Privado;35;FALSE;Sudeste
SDPH;Fazenda Piratininga;São Miguel do Araguaia;Goiás;Privado;52;FALSE;Centro Oeste
SNQP;Fazenda São Francisco;Magda;São Paulo;Privado;35;FALSE;Sudeste
SDST;Fazenda Santa Therezinha da Barra;Descalvado;São Paulo;Privado;35;FALSE;Sudeste
SIUF;Fazenda São Francisco;Peixoto de Azevedo;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSVB;Fazenda Ventura IV;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SWBQ;Geraldo Alvino Covre;Pinheiros;Espírito Santo;Privado;32;FALSE;Sudeste
SDQU;Fazenda Colorado;Bom Jesus;Piauí;Privado;22;FALSE;Nordeste
SIYW;Fazenda Estrela;Lábrea;Amazonas;Privado;13;FALSE;Norte
SISY;Piraquara;Piraquara;Paraná;Privado;41;FALSE;Sul
SSWT;Fazenda Vaticano;Nioaque;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSTQ;Silvestre;Pedra Branca do Amapari;Amapá;Privado;16;FALSE;Norte
SD66;Cravari;Brasnorte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDID;Aeroata;Araçatuba;São Paulo;Privado;35;FALSE;Sudeste
SSFU;Antonio Furlaneto;Dom Eliseu;Pará;Privado;15;FALSE;Norte
SJKU;Cumaipá;Uiramutã;Roraima;Privado;14;FALSE;Norte
SSOP;Pista Porquinho;Itaituba;Pará;Privado;15;FALSE;Norte
SSMC;Fazenda São Miguel da Catequese;Nova Andradina;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIAZ;Fazenda Água Azul;Campo Verde;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIWQ;Fazenda Mateira;Santa Rita do Pardo;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSMO;Fazenda Luma;Paraíso das Águas;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIUO;Fazenda Santa Adélia;São José do Xingu;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJHS;Fazenda São Vicente;Uberlândia;Minas Gerais;Privado;31;FALSE;Sudeste
SWZM;Fazenda América ;Tabaporã;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSTR;Usina CEM;Morrinhos;Goiás;Privado;52;FALSE;Centro Oeste
SITT;Independência;Itaituba;Pará;Privado;15;FALSE;Norte
SJAW;Fazenda Citrícola;Gavião Peixoto;São Paulo;Privado;35;FALSE;Sudeste
SJMH;Palimiú;Alto Alegre;Roraima;Privado;14;FALSE;Norte
SDBV;Balneário São Januário;Ilha Comprida;São Paulo;Privado;35;FALSE;Sudeste
SJKB;Fazenda Adelaide;Brasnorte;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWCR;Fazenda Canaã;Formosa do Rio Preto;Bahia;Privado;29;FALSE;Nordeste
