code;name;city;state;type;uf_code;capital;region
SIQR;Fazenda Pioneira;Querência;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNSF;Fazenda São Francisco;Fartura;São Paulo;Privado;35;FALSE;Sudeste
SDIL;Fazenda Pedra Branca;Angra dos Reis;Rio de Janeiro;Privado;33;FALSE;Sudeste
SSQK;Fazenda Gávea;Cerqueira César;São Paulo;Privado;35;FALSE;Sudeste
SIME;Comandante Carlos Inácio Agnes;Davinópolis;Maranhão;Privado;21;FALSE;Nordeste
SDZL;Fazenda Campo Zélia;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJFR;Trancoso Rio Frade;Porto Seguro;Bahia;Privado;29;FALSE;Nordeste
SDEB;Fazenda São Paulo dos Palmares;Timburi;São Paulo;Privado;35;FALSE;Sudeste
SJSA;Fazenda Aimoré;Juti;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSSP;Sítio Primavera;Bom Jesus do Sul;Paraná;Privado;41;FALSE;Sul
SSEN;Bainho de Baixo;Barão de Melgaço;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIOP;Poletto;Santa Rita do Trivelato;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJFK;Fazenda Cachoeira;Araguaçu;Tocantins;Privado;17;FALSE;Norte
SSNA;Estância Miranda;Miranda;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJJM;Fazenda São João  ;Matupá;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWRL;Fazenda Pouso Redondo;Corumbiara;Rondônia;Privado;11;FALSE;Norte
SSOU;Aripuanã;Aripuanã;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSFE;Estância Hércules;Foz do Iguaçu;Paraná;Privado;41;FALSE;Sul
SWFH;Fly Club;Porto Seguro;Bahia;Privado;29;FALSE;Nordeste
SSLX;Fazenda Santa Lydia;Diamante do Norte;Paraná;Privado;41;FALSE;Sul
SNWK;Fazenda Santa Terezinha;Pedra Preta;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSXU;Fazenda Aurora;Jardim;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SISA;Pista Aldeia Aukre;Ourilândia do Norte;Pará;Privado;15;FALSE;Norte
SIOO;Fazenda Água Doce do Pantanal;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJHJ;Fazenda São João;Baixa Grande do Ribeiro;Piauí;Privado;22;FALSE;Nordeste
SSZT;Fazenda São João;Águas de Santa Bárbara;São Paulo;Privado;35;FALSE;Sudeste
SSHW;Nova Esperança;Recursolândia;Tocantins;Privado;17;FALSE;Norte
SIUY;Jair Feliciano de Deus;Mirassol d'Oeste;Mato Grosso;Privado;51;FALSE;Centro Oeste
SITU;Fazenda Santa Genoveva;Turvelândia;Goiás;Privado;52;FALSE;Centro Oeste
SSHV;Fazenda Genipapo;Várzea da Palma;Minas Gerais;Privado;31;FALSE;Sudeste
SDEO;Fazenda Entre Rios;Ibitinga;São Paulo;Privado;35;FALSE;Sudeste
SJHG;Confresa;Confresa;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNQN;Fazenda Estrela;Canarana;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJRC;Serra da Borda;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51;FALSE;Centro Oeste
SBQO;Fazenda Paraíso;Prado;Bahia;Privado;29;FALSE;Nordeste
SDZN;Warogarem;Uiramutã;Roraima;Privado;14;FALSE;Norte
SNOW;Fazenda Turmalina;Rancharia;São Paulo;Privado;35;FALSE;Sudeste
SSCA;Fazenda Pantanal;Chapadão do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIED;Fazenda Espadim;Paranhos;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWEZ;Fazenda Estivado;Diamantino;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIHV;Fazenda Ouro Verde;Juscimeira;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNZH;Fazenda Novo Horizonte;Jaíba;Minas Gerais;Privado;31;FALSE;Sudeste
SNSV;Fazenda São Domingos;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWEN;Estância Recanto;Alta Floresta;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJYT;Campo Formoso;Pacaraima;Roraima;Privado;14;FALSE;Norte
SJYJ;Aratha-ú;Alto Alegre;Roraima;Privado;14;FALSE;Norte
SBQG;Fazenda Rio Azul;São José do Rio Claro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDUU;Usina Califórnia;Parapuã;São Paulo;Privado;35;FALSE;Sudeste
SSDY;Alegria Alcolumbre;Macapá;Amapá;Privado;16;FALSE;Norte
SWLU;CAVOK;Glorinha;Rio Grande do Sul;Privado;43;FALSE;Sul
SJQU;Fazenda Formosa;Formosa do Rio Preto;Bahia;Privado;29;FALSE;Nordeste
SITL;Fazenda Figueira II;Água Clara;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSOK;14 Bis;Londrina;Paraná;Privado;41;FALSE;Sul
SSPF;Fly Village;Altos;Piauí;Privado;22;FALSE;Nordeste
SWKU;Cucuí;São Gabriel da Cachoeira;Amazonas;Privado;13;FALSE;Norte
SICJ;Gaivota Aviação Agrícola;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSUQ;Fazenda Terra Morena;Correntina;Bahia;Privado;29;FALSE;Nordeste
SNOQ;Fazenda Agropecuária Crioulo;Tacuru;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDSS;Fazenda Baia das Pedras;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJYI;Arai;Pacaraima;Roraima;Privado;14;FALSE;Norte
SJGL;Comandante Zequinha / Grand Lake;Luziânia;Goiás;Privado;52;FALSE;Centro Oeste
SJYG;Alto Mucajaí;Alto Alegre;Roraima;Privado;14;FALSE;Norte
SSXH;Sócrates Mariani Bittencourt;Malhada de Pedras;Bahia;Privado;29;FALSE;Nordeste
SWIJ;Fazenda Água Doce;Jaborandi;Bahia;Privado;29;FALSE;Nordeste
SJBN;Nossa Senhora Aparecida;Rio Maria;Pará;Privado;15;FALSE;Norte
SJLN;Maloquinha;Uiramutã;Roraima;Privado;14;FALSE;Norte
SSDV;Fazenda Santa Maria;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SBUY;Urucu;Coari;Amazonas;Privado;13;FALSE;Norte
SWIV;Águia Branca do Parú;Almeirim;Pará;Privado;15;FALSE;Norte
SWYG;Graciosa;Piraquara;Paraná;Privado;41;FALSE;Sul
SISD;Fazenda São Sebastião;Aparecida do Rio Doce;Goiás;Privado;52;FALSE;Centro Oeste
SSJC;Jacarezinho;Valparaíso;São Paulo;Privado;35;FALSE;Sudeste
SSAV;Fazenda Amonguijá;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSMZ;Fazenda São Mateus;Comodoro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSKJ;Pau dos Ferros;Pau dos Ferros;Rio Grande do Norte;Privado;24;FALSE;Nordeste
SWPV;Dom Rodrigo El Manco;Piracuruca;Piauí;Privado;22;FALSE;Nordeste
SWYY;Fazenda Nova Viena;Barra do Garças;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDNT;Fazenda Terra Prometida;Porto Nacional;Tocantins;Privado;17;FALSE;Norte
SDDK;Saint-Exupéry;Ocauçu;São Paulo;Privado;35;FALSE;Sudeste
SDSK;Fazenda Dona Rosa S. Rezek;Jateí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSYS;Aero do Vale Miracatu;Miracatu;São Paulo;Privado;35;FALSE;Sudeste
SWMI;Fazenda Esplanada;Brasilândia;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSWP;Palmares;Delfinópolis;Minas Gerais;Privado;31;FALSE;Sudeste
SJCM;Catuleve;Aquiraz;Ceará;Privado;23;FALSE;Nordeste
SSDO;São Pedro;Porto Seguro;Bahia;Privado;29;FALSE;Nordeste
SWQN;Fazenda Nego Velho  ;Castanheira;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNXP;Fazenda Pontal;Carneirinho;Minas Gerais;Privado;31;FALSE;Sudeste
SJYP;Bananeira;Uiramutã;Roraima;Privado;14;FALSE;Norte
SSYB;Fazenda Bela Manhã;Santa Clara d'Oeste;São Paulo;Privado;35;FALSE;Sudeste
SNEY;Fazenda Aguapey;Porto Esperidião;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSPB;Fazenda São José do Pontal;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIUR;Fazenda Ribeirão;Camapuã;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDWK;Junqueira;Igarapava;São Paulo;Privado;35;FALSE;Sudeste
SSUS;Uniggel Sementes - Fazenda Santa Maria;Costa Rica;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDYQ;Fazenda Querência;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWYU;Fazenda Sagarana;Correntina;Bahia;Privado;29;FALSE;Nordeste
SJJH;Fazenda Juína;Campos de Júlio;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWIK;Fazenda Vanguarda;Cocalinho;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDRZ;Fazenda Vó Zita do Rio Vermelho;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSSI;Fazenda Manto Verde;Baixa Grande do Ribeiro;Piauí;Privado;22;FALSE;Nordeste
SNKE;Fazenda São Francisco;Morada Nova de Minas;Minas Gerais;Privado;31;FALSE;Sudeste
SWWW;Posto de Proteção Ambiental São Luis;Barão de Melgaço;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIQU;Alcoolvale;Aparecida do Taboado;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNIR;Fazenda Mata Escura;Parnarama;Maranhão;Privado;21;FALSE;Nordeste
SIJU;Fazenda Areia Branca;Juína;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNVZ;Fazenda Flor da Serra;Jaborandi;Bahia;Privado;29;FALSE;Nordeste
SJGV;Toca;Santo Antônio de Goiás;Goiás;Privado;52;FALSE;Centro Oeste
SDDQ;Fazenda São Francisco;Riachão das Neves;Bahia;Privado;29;FALSE;Nordeste
SDQX;Fazenda Falcão;Primavera do Leste;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDTD;Fazenda Campanário;Laguna Carapã;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJYM;Bala;Pacaraima;Roraima;Privado;14;FALSE;Norte
SSNI;Fazenda Novo Rumo;Naviraí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNWP;Fazenda Parecis;Diamantino;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNGW;Fazenda Santo Angelo;Barra do Choça;Bahia;Privado;29;FALSE;Nordeste
SSET;Sunset;Imbituba;Santa Catarina;Privado;42;FALSE;Sul
SNTY;Correntina;Correntina;Bahia;Privado;29;FALSE;Nordeste
SIZL;Fazenda Lagoa;Ribeirão do Sul;São Paulo;Privado;35;FALSE;Sudeste
SJLE;Halikato-u;Alto Alegre;Roraima;Privado;14;FALSE;Norte
SIUV;Fazenda Vianmacel;Nova Maringá;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNKQ;Fazenda Quebraxo;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSWL;Luiz Aragão;Tianguá;Ceará;Privado;23;FALSE;Nordeste
SIIT;Fazenda Cachoeira;Anastácio;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWJZ;Sítio Primavera;Itaituba;Pará;Privado;15;FALSE;Norte
SILL;Fazenda Tabaroa;Águas de Santa Bárbara;São Paulo;Privado;35;FALSE;Sudeste
SDNK;Fazenda Vitória;Primavera do Leste;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNKY;Fazenda Cikel;Paragominas;Pará;Privado;15;FALSE;Norte
SIIZ;Fazenda Iporanga;Mutunópolis;Goiás;Privado;52;FALSE;Centro Oeste
SSWX;Fazenda Rio Xingú;Santa Cruz do Xingu;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIWE;Nelson Pizzani;Monte Carlo;Santa Catarina;Privado;42;FALSE;Sul
SSVW;Fazenda Galera;Conquista D'Oeste;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDRU;Fazenda Caramuru;Inúbia Paulista;São Paulo;Privado;35;FALSE;Sudeste
SNEI;Fazenda São Miguel;Rio Pardo;Rio Grande do Sul;Privado;43;FALSE;Sul
SNRC;Fazenda Recanto;Alcinópolis;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDTR;FAZENDA TRIUNFO;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSJG;Fazenda Santa Ana;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWHU;Fazenda Izaura - Usina Cocal;Rancharia;São Paulo;Privado;35;FALSE;Sudeste
SSGX;Guacho;Santa Cruz do Rio Pardo;São Paulo;Privado;35;FALSE;Sudeste
SNRS;Fazenda Canoeiro;Cocalinho;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDUK;Fazenda Xaimite;Água Boa;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIZQ;Fazenda Real;Botucatu;São Paulo;Privado;35;FALSE;Sudeste
SJQB;Fazenda Jequitibá;Nova Alvorada do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWVI;Fazenda Centúria Vitória;Formosa do Rio Preto;Bahia;Privado;29;FALSE;Nordeste
SSUR;Fazenda Rio Fontoura;São Félix do Araguaia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSPR;Fazenda Pratinha;Uruçuí;Piauí;Privado;22;FALSE;Nordeste
SBOE;Fazenda Americana;Querência;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDWJ;Fazenda São Sebastião;Campo Novo do Parecis;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSUC;Célia Neuza;Santa Bárbara do Pará;Pará;Privado;15;FALSE;Norte
SJUJ;Fazenda Juruna;Peixoto de Azevedo;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNGP;Fazenda Santa Maria ;Tupaciguara;Minas Gerais;Privado;31;FALSE;Sudeste
SWKN;Caramori;Reserva do Cabaçal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSVD;Fazenda Brasília do Sul;Juti;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWOY;Fazenda Santa Rita I;Pedro Gomes;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNCI;Cibrasa;Capanema;Pará;Privado;15;FALSE;Norte
SNKP;Conquista do Pontal;Mirante do Paranapanema;São Paulo;Privado;35;FALSE;Sudeste
SWWY;Posto de Proteção Ambiental Espírito Santo;Barão de Melgaço;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDBJ;Boa Vista;Patrocínio;Minas Gerais;Privado;31;FALSE;Sudeste
SNSU;Fazenda Globo;Sapezal;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWMR;Fazenda Retirinho;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWMC;Capão da Cruz;Luís Antônio;São Paulo;Privado;35;FALSE;Sudeste
SIWZ;Fazenda Fazendinha;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIVQ;Clube de Voo Aeroquadra;Quadra;São Paulo;Privado;35;FALSE;Sudeste
SSFN;Fazenda Nazaré;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIQC;Fazenda Paraíso;Paraíso das Águas;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWRE;Fazenda Renovo;Alto Garças;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIRD;Gaelo;Charqueadas;Rio Grande do Sul;Privado;43;FALSE;Sul
SWDW;Fazenda Pessegueiro;Passo Fundo;Rio Grande do Sul;Privado;43;FALSE;Sul
SWRY;Fazenda Santa Maria;Porto Estrela;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNGK;Fazenda Bela Vista;Monte Alegre de Minas;Minas Gerais;Privado;31;FALSE;Sudeste
SSWM;Fazenda Platô Azul;Tiros;Minas Gerais;Privado;31;FALSE;Sudeste
SIRS;Fazenda São Sebastião;Campo Florido;Minas Gerais;Privado;31;FALSE;Sudeste
SJZT;Busato II;Serra do Ramalho;Bahia;Privado;29;FALSE;Nordeste
SJIY;Fazenda Iaciara;Iaciara;Goiás;Privado;52;FALSE;Centro Oeste
SILY;Tabuleiro V;Correntina;Bahia;Privado;29;FALSE;Nordeste
SJDL;Fazenda Paraíso;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSZF;Fazenda Santa Gertrudes;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJHF;Aníbal Azevedo Filho;Mata de São João;Bahia;Privado;29;FALSE;Nordeste
SIOM;Fazenda Orquídeas;Barreiras;Bahia;Privado;29;FALSE;Nordeste
SSBT;Fazenda Santa Ilídia;Batayporã;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWRX;Fazenda Ribeiro do Céu;Nova Mutum;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSQQ;Condomínio CLC;Campo Grande;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSJW;Fazenda Jauru;Nova Andradina;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDWZ;Palo Verde;Araçatuba;São Paulo;Privado;35;FALSE;Sudeste
SSRA;Santa Rosa do Purus;Santa Rosa do Purus;Acre;Privado;12;FALSE;Norte
SNLF;Fazenda Três Flechas;Vila Rica;Mato Grosso;Privado;51;FALSE;Centro Oeste
SDIO;Aeroclube de Itápolis;Itápolis;São Paulo;Privado;35;FALSE;Sudeste
SDXO;Fazenda Barra Grande;Tomazina;Paraná;Privado;41;FALSE;Sul
SSNY;Fazenda Florida;Cáceres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWIT;Condomínio de Voo Itaipu - CVI;Santa Terezinha de Itaipu;Paraná;Privado;41;FALSE;Sul
SSVJ;Fazenda São João;Alcinópolis;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SIQX;Fazenda São Braz;Barra de Santo Antônio;Alagoas;Privado;27;FALSE;Nordeste
SNUF;Alfa Airport Posse;Santo Antônio de Posse;São Paulo;Privado;35;FALSE;Sudeste
SBOZ;Fazenda Arizona;Cáceres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWIE;Fazenda Planalto das Emas;Jaborandi;Bahia;Privado;29;FALSE;Nordeste
SICY;Fazenda Apucarana;Marabá;Pará;Privado;15;FALSE;Norte
SSJQ;Fazenda Floresta;Ribeirão Cascalheira;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIWS;Fazenda Santa Fé;Cáceres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWMZ;Aeroporto Agroer Aviação;Rondonópolis;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJWA;Aerovaço;Bom Jesus do Galho;Minas Gerais;Privado;31;FALSE;Sudeste
SDIB;Irmãos  Ribeiro;Espírito Santo do Pinhal;São Paulo;Privado;35;FALSE;Sudeste
SJCU;SJ Agropecuária;Correntina;Bahia;Privado;29;FALSE;Nordeste
SWAQ;Érico;Amajari;Roraima;Privado;14;FALSE;Norte
SIXO;Fazenda Nossa Senhora de Fátima;Comodoro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSSM;Matheus Lopes Maia da Silva;Itamarati;Amazonas;Privado;13;FALSE;Norte
SDLU;Fazenda Santa Luíza;Barra Bonita;São Paulo;Privado;35;FALSE;Sudeste
SJYD;Fazenda Kajussol;Santa Luzia D'Oeste;Rondônia;Privado;11;FALSE;Norte
SDYI;Fazenda Buritiz;São Gonçalo do Abaeté;Minas Gerais;Privado;31;FALSE;Sudeste
SNOM;Fazenda Guaporeí;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIWK;Pista Aldeia Moykarako;São Félix do Xingu;Pará;Privado;15;FALSE;Norte
SNUW;Fazenda Morada Bela;Morada Nova de Minas;Minas Gerais;Privado;31;FALSE;Sudeste
SIAC;Fazenda Paineira;São Sebastião da Bela Vista;Minas Gerais;Privado;31;FALSE;Sudeste
SJHH;Fazenda Poruína;Serranópolis;Goiás;Privado;52;FALSE;Centro Oeste
SIRX;Fazenda Santo Reis;Lambari D'Oeste;Mato Grosso;Privado;51;FALSE;Centro Oeste
SIPO;Sebastião José Pereira;Condeúba;Bahia;Privado;29;FALSE;Nordeste
SSFZ;Fazenda Carolina;Buritis;Minas Gerais;Privado;31;FALSE;Sudeste
SNHX;Fazenda Central;Aquidauana;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWIB;Fazenda Santa Laura;Nova Santa Helena;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNZL;Usina São Luiz;Ourinhos;São Paulo;Privado;35;FALSE;Sudeste
SIQH;Estância Ayrton Senna;Caarapó;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDWE;Palmeiras;Corumbá;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSWG;Fazenda Galiléia;Baixa Grande do Ribeiro;Piauí;Privado;22;FALSE;Nordeste
SWEM;Emal - Empresa de Mineração Aripuanã Ltda;Primavera do Leste;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWOC;Fazenda São Bento do Bocajah;Caracol;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWYH;Fazenda Aliança;Araputanga;Mato Grosso;Privado;51;FALSE;Centro Oeste
SJNA;Fazenda Nova Aliança;Glicério;São Paulo;Privado;35;FALSE;Sudeste
SJAZ;Fazenda Querubim;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SJVP;Vila Pitinga;Presidente Figueiredo;Amazonas;Privado;13;FALSE;Norte
SWDI;Aeroagrícola Solo;Paranapanema;São Paulo;Privado;35;FALSE;Sudeste
SWBO;Fazenda Perobal;Corumbiara;Rondônia;Privado;11;FALSE;Norte
SBQA;FAZENDA FLORESTA;Nazário;Goiás;Privado;52;FALSE;Centro Oeste
SNNF;Fazenda Nossa Senhora de Fátima;Jaraguari;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDXB;Piracuruca;Piracuruca;Piauí;Privado;22;FALSE;Nordeste
SJHQ;Fazenda São José das Reunidas;São José do Xingu;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNKS;Santa Rita de Cássia;Santa Rita de Cássia;Bahia;Privado;29;FALSE;Nordeste
SICU;Ouro Branco;Paracatu;Minas Gerais;Privado;31;FALSE;Sudeste
SJBW;Berger Vile;;;Privado;;FALSE;#N/D
SJTG;Fazenda Matão;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNJV;Fazenda Santa Mônica;São João da Ponte;Minas Gerais;Privado;31;FALSE;Sudeste
SJEN;Pista Plá e Silva;Santa Vitória do Palmar;Rio Grande do Sul;Privado;43;FALSE;Sul
SJHO;Fazenda Colorado;Diamantino;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWNF;Franciscus;Divinópolis do Tocantins;Tocantins;Privado;17;FALSE;Norte
SJYZ;Fazenda Gaúcha;Campo Novo do Parecis;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWCE;Fazenda Centúria Austrália;Formosa do Rio Preto;Bahia;Privado;29;FALSE;Nordeste
SSKD;Fazenda Cristal 2;Nova Crixás;Goiás;Privado;52;FALSE;Centro Oeste
SIMF;Fazenda Imperial;Sebastião Leal;Piauí;Privado;22;FALSE;Nordeste
SSKE;Luís Antônio Fontenele - Cocal da Estação;Cocal;Piauí;Privado;22;FALSE;Nordeste
SDNA;Fazenda Vale Verde;Comendador Gomes;Minas Gerais;Privado;31;FALSE;Sudeste
SSGO;Rosada;São Gabriel do Oeste;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSXA;Asas do MS;Fátima do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SSZQ;Fazenda Panorama;Bela Vista;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWSL;SOLAG - Sol e Lua Aviação Agrícola;Lucas do Rio Verde;Mato Grosso;Privado;51;FALSE;Centro Oeste
SSOJ;Fazenda Estrela;Inocência;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJCA;Comandante Vittório Bonomi;Mococa;São Paulo;Privado;35;FALSE;Sudeste
SISM;Sérgio Miranda;Macapá;Amapá;Privado;16;FALSE;Norte
SWXN;Fazenda Bom Jardim;Montividiu;Goiás;Privado;52;FALSE;Centro Oeste
SDMV;Fazenda Morro Vermelho;Jaú;São Paulo;Privado;35;FALSE;Sudeste
SJJX;Porto Conceição;Porto Murtinho;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDWO;SAUBA;Amajari;Roraima;Privado;14;FALSE;Norte
SDHP;Modelo II;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SWGF;Fazenda Fortaleza;Novo Aripuanã;Amazonas;Privado;13;FALSE;Norte
SWOA;Arnapar;Goianira;Goiás;Privado;52;FALSE;Centro Oeste
SJFJ;Fazenda Jaraguá;Terenos;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SDLD;Fazenda Barra Grande;Confresa;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWHD;Fazenda Ipuitã;Naviraí;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SJRT;Aero Agrícola Rio Claro;São José do Rio Claro;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNFQ;Fazenda Bandeirantes;Nova Marilândia;Mato Grosso;Privado;51;FALSE;Centro Oeste
SICM;Fazenda Nossa Senhora de Fátima;Brasilândia;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNWD;Fazenda Guavirá;Iguatemi;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNHJ;Usina de José Bonifácio;José Bonifácio;São Paulo;Privado;35;FALSE;Sudeste
SSNN;Fazenda Nova Fartura;Planalto da Serra;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWRH;Fazenda Aurora;São Desidério;Bahia;Privado;29;FALSE;Nordeste
SISG;Aeroclube de Sergipe;Aracaju;Sergipe;Privado;28;FALSE;Nordeste
SJCH;Fernando João Pereira dos Santos Filho;Brejo da Madre de Deus;Pernambuco;Privado;26;FALSE;Nordeste
SSUL;Ultraleve Clube de Curitiba;São José dos Pinhais;Paraná;Privado;41;FALSE;Sul
SSYN;Fazenda Guarani;Nova Andradina;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNTA;Fazenda São Miguel;Pompéia;São Paulo;Privado;35;FALSE;Sudeste
SWDC;Fazenda do Coronel;Coração de Maria;Bahia;Privado;29;FALSE;Nordeste
SWHR;Estância Rio Paraná;Presidente Epitácio;São Paulo;Privado;35;FALSE;Sudeste
SWNT;Fazenda Aracagi;Peixoto de Azevedo;Mato Grosso;Privado;51;FALSE;Centro Oeste
SWNP;Fazenda Diamante - Jufap;Nova Alvorada do Sul;Mato Grosso do Sul;Privado;50;FALSE;Centro Oeste
SNUP;Usina Porto Rico;Campo Alegre;Alagoas;Privado;27;FALSE;Nordeste
SIRA;FAZENDA IRACEMA;Cáceres;Mato Grosso;Privado;51;FALSE;Centro Oeste
SNHW;Fazenda Agro-Maratá;Santa Luzia;Maranhão;Privado;21;FALSE;Nordeste
